,Padj_maxP_GM_BIO_1949634_10x_vs_GM_DMSO,dPSI_GM_BIO_1949634_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_1949634_3x_vs_GM_DMSO,dPSI_GM_BIO_1949634_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2178782_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2178782_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2178782_10x_vs_GM_DMSO,dPSI_GM_BIO_2178782_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2178782_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2178782_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2178782_3x_vs_GM_DMSO,dPSI_GM_BIO_2178782_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2186827_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2186827_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2186827_10x_vs_GM_DMSO,dPSI_GM_BIO_2186827_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2186827_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2186827_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2186827_3x_vs_GM_DMSO,dPSI_GM_BIO_2186827_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196772_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2196772_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2196772_10x_vs_GM_DMSO,dPSI_GM_BIO_2196772_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196772_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2196772_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2196772_3x_vs_GM_DMSO,dPSI_GM_BIO_2196772_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196895_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2196895_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2196895_10x_vs_GM_DMSO,dPSI_GM_BIO_2196895_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196895_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2196895_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2196895_3x_vs_GM_DMSO,dPSI_GM_BIO_2196895_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2197306_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2197306_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2197306_10x_vs_GM_DMSO,dPSI_GM_BIO_2197306_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2197306_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2197306_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2197306_3x_vs_GM_DMSO,dPSI_GM_BIO_2197306_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2199562_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2199562_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2199562_10x_vs_GM_DMSO,dPSI_GM_BIO_2199562_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2199562_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2199562_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2199562_3x_vs_GM_DMSO,dPSI_GM_BIO_2199562_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2201042_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2201042_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2201042_10x_vs_GM_DMSO,dPSI_GM_BIO_2201042_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2201042_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2201042_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2201042_3x_vs_GM_DMSO,dPSI_GM_BIO_2201042_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2204984_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2204984_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2204984_10x_vs_GM_DMSO,dPSI_GM_BIO_2204984_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2204984_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2204984_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2204984_3x_vs_GM_DMSO,dPSI_GM_BIO_2204984_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2206678_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2206678_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2206678_10x_vs_GM_DMSO,dPSI_GM_BIO_2206678_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2206678_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2206678_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2206678_3x_vs_GM_DMSO,dPSI_GM_BIO_2206678_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2207180_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2207180_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2207180_10x_vs_GM_DMSO,dPSI_GM_BIO_2207180_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2207180_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2207180_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2207180_3x_vs_GM_DMSO,dPSI_GM_BIO_2207180_3x_vs_GM_DMSO
FAM86FP,NA,NA,NA,NA,NA,NA,0.00592783980382075,0.400082297052745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0440141202705442,0.275529872981227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0395126976877619,0.323432908245431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FANK1,NA,NA,NA,NA,0.000344378294747302,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FBN2,0.00104148368859324,0.748154577611698,0.00269188549925851,0.689503472893666,NA,NA,0.00198626796096784,0.75773137120096,NA,NA,0.00156085682479953,0.745179873352135,NA,NA,0.00455241448959957,0.756940305933873,NA,NA,0.00261529302649293,0.743157661811558,NA,NA,0.000935744098673478,0.757626608023267,NA,NA,0.0170912734497355,0.72775069829313,NA,NA,0.00321879653952377,0.738031101090191,NA,NA,0.0097150949058991,0.649214718655142,NA,NA,0.00293856132272551,0.754472183314863,NA,NA,0.000986294061356756,0.732465485632569,NA,NA,0.00179103162776983,0.755953794173475,NA,NA,0.00578556883957578,0.752474319464648,NA,NA,0.0068161761812755,0.755828611238689,NA,NA,0.0326629878987992,0.729046802731544,NA,NA,0.000434767572627105,0.74769005299323,NA,NA,0.00239521530721933,0.727199859806109,NA,NA,0.002077712113986,0.723833452822909,NA,NA,0.00189969347510781,0.71652563810156,NA,NA,0.00677140812289132,0.721702135936658,NA,NA,0.00221153405994459,0.684968457348281
FBXO10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00764683434005918,0.575309862073138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FBXO31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000669942337936631,0.28210619649684,4.04759856429814e-05,0.339529612000026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00588636694027481,0.268369804128493,NA,NA,NA,NA,0.000116386529975576,0.286119356957036,0.000682302504761513,0.284193701488011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FCHO2,NA,NA,NA,NA,0.0322814694751245,0.263120491374523,0.00344506296703812,0.274720660279177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000341502836690863,0.440253509710832,2.04346718065822e-05,0.452387385861028,NA,NA,NA,NA,0.00284320206857215,0.255655747956102,0.000182769452073329,0.26411496660134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FES,NA,NA,NA,NA,NA,NA,1.6361392655772e-08,0.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FOXM1,0,0.457,NA,NA,NA,NA,0,0.622,NA,NA,9.62355298252979e-08,0.341836938947606,NA,NA,1.17202353955211e-07,0.349279261037139,NA,NA,NA,NA,NA,NA,0,0.301,NA,NA,NA,NA,NA,NA,4.37348072456038e-07,0.307409524362563,NA,NA,NA,NA,NA,NA,0,0.319,NA,NA,NA,NA,NA,NA,0,0.339,NA,NA,NA,NA,0,0.342,NA,NA,NA,NA,NA,NA,NA,NA,2.24382861460914e-09,0.383345040032865,NA,NA,NA,NA,0,0.398,NA,NA,NA,NA,NA,NA,1.28365265545695e-06,0.251890588742338,1.67551107010043e-06,0.270310875406152,NA,NA,NA,NA
GALC,2.29415969426741e-13,0.462,NA,NA,NA,NA,0,0.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48943152893474e-12,0.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0031586410345696,0.356897561584746,NA,NA,NA,NA,NA,NA,0,0.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09521166210227e-08,0.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GARS1.DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000416796153215295,0.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00310815775576156,0.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCFC2,8.47440234844338e-08,0.365807565930257,NA,NA,NA,NA,1.4136170880222e-09,0.579082816728046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000100163162130606,0.284467938728076,NA,NA,NA,NA,NA,NA,0.0234910504191994,0.313173830748464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GGCT,0.9864,0.3812,NA,NA,NA,NA,0.9884,0.3814,NA,NA,NA,NA,NA,NA,0.9906,0.3819,NA,NA,NA,NA,NA,NA,0.9887,0.3814,NA,NA,NA,NA,NA,NA,0.9782,0.3798,NA,NA,NA,NA,NA,NA,0.987,0.3799,NA,NA,NA,NA,NA,NA,0.9866,0.3808,NA,NA,0.9158,0.3672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9895,0.3817,NA,NA,0.9766,0.3794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GLIS2,NA,NA,NA,NA,0.0125005139513237,0.251522171476993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0108200352431263,0.251519675970604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GMDS.DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0149592481878,0.316,0.00907455105116059,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GNAQ,NA,NA,NA,NA,0.9969,0.4442,0.9953,0.4374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5766,1,0.5755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GNG12,NA,NA,NA,NA,1.69793909404669e-09,0.579476801720893,1.59315700417384e-10,0.815627165517935,4.195126278555e-06,0.545006254072084,6.204861872204e-08,0.618200101198701,5.67591951449745e-08,0.577314245950209,7.79111219478811e-09,0.812743189121903,7.33553215541073e-07,0.518537791516383,6.65045999958749e-09,0.589324123295265,1.14901176350145e-08,0.537526013124889,4.21180713120034e-09,0.770341717286496,2.99929463820888e-05,0.459859914893265,1.06073126886108e-06,0.531349153035429,NA,NA,1.58307040984301e-05,0.452942364526399,NA,NA,NA,NA,4.56543445450579e-08,0.519523565970656,2.60179444906678e-09,0.755435314778784,0.00182780604525676,0.338683685578058,0.000151948324928952,0.401736514472785,4.37111586620255e-10,0.632135129915431,1.67736290904835e-10,0.868077519288567,2.24524270467671e-06,0.691612281307602,3.7562974501738e-08,0.767960089852008,3.89118318075932e-06,0.475187830016042,6.18210962012959e-08,0.710895703547584,0.000630400417440599,0.397475823656071,3.7218246471252e-06,0.469871617065888,6.07859647447866e-08,0.481216636531322,4.98652012791668e-09,0.712716247346651,4.55562532918364e-05,0.445751448892458,1.07055784746973e-05,0.522202183386192,NA,NA,3.39471983310772e-05,0.45579976325962,0.0185947971229274,0.305069973716054,0.000603751326443436,0.377745086660863,NA,NA,4.43814104059282e-05,0.446449476509928,0.0193142595224806,0.281838404314621,0.000279477493666625,0.35765431149157
GOLGB1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.58117783223039e-06,0.265144167484211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GPR162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00534803038283291,0.306,NA,NA,NA,NA,NA,NA,NA,NA,0.00349259698257309,0.337,NA,NA
GPSM2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.66804270709119e-10,0.273326690686979,5.95079969882801e-12,0.335235736995818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSDMB,0.00464631201685886,0.408310001574108,NA,NA,NA,NA,0.0031474408703261,0.394706719928888,NA,NA,NA,NA,NA,NA,0.0200067511009959,0.341149345075143,NA,NA,0.0258346095405958,0.307,NA,NA,0.00232929810154514,0.447440618975016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0251010273532786,0.362406029814531,NA,NA,NA,NA,NA,NA,0.022445708692636,0.318295957763786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00445702754337928,0.411736778974488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0167417780460764,0.407943845338673,NA,NA,NA,NA
GXYLT1,NA,NA,NA,NA,1.71079366053182e-06,0.564364421974034,3.83876644353681e-07,0.568048575885098,0.00295368875045584,0.25962845935356,0.000488283659072463,0.265507034064389,0.000127111017930434,0.343136642839348,2.71985927755638e-05,0.347033398994458,NA,NA,NA,NA,2.65070336143453e-06,0.472130404159784,4.82971962182665e-07,0.475586098042119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.42441084569869e-05,0.273832687894916,4.55032374111362e-06,0.277653664689576,NA,NA,NA,NA,1.38478196883527e-06,0.792909794154681,3.64114579097395e-07,0.79698448875199,5.85229789977473e-05,0.259966140895082,9.22565712036305e-06,0.265883872860215,3.12224756232194e-05,0.645833837098943,9.39123321666937e-06,0.649742799297112,0.0010201864794163,0.274672336942186,0.000138551020714755,0.280407849588136,NA,NA,NA,NA,NA,NA,NA,NA,5.20377832663255e-06,0.37190151802554,2.28913521588569e-06,0.375493991333689,0.000142585444352576,0.34937306228344,2.49865075227028e-05,0.355043563576927,5.73054088320651e-06,0.589260548002833,2.35637434401505e-06,0.593120553767471,4.99827766048837e-05,0.507225194907035,8.95664254207898e-06,0.512855627532881
HAUS3,NA,NA,NA,NA,NA,NA,0.9964,0.5626,NA,NA,NA,NA,NA,NA,0.9965,0.5767,NA,NA,NA,NA,NA,NA,0.987,0.5428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9858,0.543,NA,NA,NA,NA,0.0191408378161496,0.257224939092041,0.0178097650693058,0.296110527888722,NA,NA,0.9747,0.5061,NA,NA,0.9937,0.559,NA,NA,NA,NA,NA,NA,0.9679,0.5243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HDX,NA,NA,NA,NA,0,0.61,0,0.709,0.00475562445344408,0.285856590535271,0.0031050483855543,0.446469219930079,0,0.574,1.38890471451114e-12,0.672,0.00118362878635363,0.299395057958491,0.000573877224467029,0.458202311086929,0,0.613,0,0.712,0.00162805669142354,0.313893781091323,0.000241625201068974,0.343047440406944,NA,NA,NA,NA,NA,NA,NA,NA,2.77044199547778e-12,0.543,4.35670407723077e-09,0.641,NA,NA,0.000292873903012274,0.271880682139785,0,0.63,0,0.728,0.00138097991538747,0.273426061693726,0.000250046305693635,0.360914644935961,0.00103593985936553,0.301484734461088,5.66990199688995e-05,0.366909198214698,NA,NA,NA,NA,0,0.582,2.06536721059158e-11,0.594,0.000590511474376915,0.304263319620933,9.81083311320373e-05,0.398542361009589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.68999685686449e-05,0.321961523950937,NA,NA,NA,NA
HERC2P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0245598116717484,0.278685319202961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HIKESHI,1.22807773021104e-11,0.369,NA,NA,NA,NA,0,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HLA.DMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0168848874056024,0.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMGA2,NA,NA,NA,NA,NA,NA,NA,NA,0.029958837422855,0.602343211657761,NA,NA,NA,NA,0.0394459693102403,0.614636213398829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.54008667196603e-05,0.748272122634529,0.0329892921831584,0.596576178270314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00307252047347884,0.496607419023618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0212680381986079,0.571731040211452,NA,NA,NA,NA,NA,NA
HTT,NA,NA,NA,NA,8.54823594799892e-05,0.89539629190542,4.93873817858911e-06,0.925651093018081,NA,NA,0.0110588052671868,0.361966863901289,1,0.8211,1,0.8295,0.00855286192139619,0.471271237421974,0.0256276579614061,0.372913771036635,0.000778656751518357,0.878654839439992,5.54454663103379e-05,0.910005790646756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.7207,1,0.7222,NA,NA,NA,NA,7.20307486474269e-05,0.905829289355931,5.05650196055387e-06,0.936374262269994,0.0012370211041878,0.619427287611222,9.19744808612755e-05,0.640263744323262,1,0.7245,1,0.7393,0.0277547183810199,0.272091436861199,0.00396725020660717,0.282505304673228,0.000184881895476945,0.753964924328037,0.00786160718898899,0.682050726106487,NA,NA,NA,NA,NA,NA,0.00713675602343066,0.293972206586842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYAL3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0245733733106812,0.329,NA,NA,0.000940173532792491,0.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0298653816959419,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0322715082776784,0.302
IFT27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00118362714980747,0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFT57,NA,NA,NA,NA,NA,NA,1.4312178091837e-08,0.27593097957919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.45440924531287e-06,0.258654635954375,2.15561629684983e-08,0.338983066308802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFT80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00379639416525836,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL17RA,NA,NA,NA,NA,NA,NA,6.14485337236937e-05,0.33491654605177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL6ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.408,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
