,Padj_maxP_SH_BIO_1949634_10x_vs_SH_DMSO,dPSI_SH_BIO_1949634_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_1949634_3x_vs_SH_DMSO,dPSI_SH_BIO_1949634_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2178782_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2178782_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2178782_10x_vs_SH_DMSO,dPSI_SH_BIO_2178782_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2178782_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2178782_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2178782_3x_vs_SH_DMSO,dPSI_SH_BIO_2178782_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2196772_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2196772_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2196772_10x_vs_SH_DMSO,dPSI_SH_BIO_2196772_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2196772_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2196772_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2196772_3x_vs_SH_DMSO,dPSI_SH_BIO_2196772_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2196895_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2196895_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2196895_10x_vs_SH_DMSO,dPSI_SH_BIO_2196895_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2196895_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2196895_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2196895_3x_vs_SH_DMSO,dPSI_SH_BIO_2196895_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2197306_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2197306_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2197306_10x_vs_SH_DMSO,dPSI_SH_BIO_2197306_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2197306_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2197306_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2197306_3x_vs_SH_DMSO,dPSI_SH_BIO_2197306_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2199562_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2199562_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2199562_10x_vs_SH_DMSO,dPSI_SH_BIO_2199562_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2199562_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2199562_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2199562_3x_vs_SH_DMSO,dPSI_SH_BIO_2199562_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2204984_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2204984_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2204984_10x_vs_SH_DMSO,dPSI_SH_BIO_2204984_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2204984_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2204984_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2204984_3x_vs_SH_DMSO,dPSI_SH_BIO_2204984_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2207180_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2207180_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2207180_10x_vs_SH_DMSO,dPSI_SH_BIO_2207180_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2207180_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2207180_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2207180_3x_vs_SH_DMSO,dPSI_SH_BIO_2207180_3x_vs_SH_DMSO
AC019257.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.90086816329755e-05,-0.663
AC021086.1,NA,NA,NA,NA,0.000460155819016589,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000481459146981107,-0.413,0.0126898294388849,-0.359,NA,NA,NA,NA,0.000812454414486514,-0.413,0.0164589694712011,-0.359,0.0113382427564029,0.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0103890330482052,-0.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC021752.1,NA,NA,NA,NA,0.019530148284833,-0.339,1.3646742934659e-06,-0.578,NA,NA,2.70274709336478e-06,-0.609,0.015180561916326,-0.397,2.46764339716026e-06,-0.635,NA,NA,NA,NA,NA,NA,0.000816369751390936,-0.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0148609393906286,-0.469,5.5604954192318e-12,-0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC021851.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0250183775012169,0.608,NA,NA,NA,NA,NA,NA,8.59463632900791e-06,0.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC022167.2,NA,NA,0.0166843872844559,-0.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0045120081825659,-0.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0090806170041114,-0.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0359118810023181,-0.323,NA,NA,NA,NA
AC022239.1,NA,NA,NA,NA,NA,NA,NA,NA,1.54726281379792e-06,0.585,0.000672960069190382,0.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC022748.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00800678643983938,0.31,NA,NA,NA,NA,0.0252150259907609,0.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0234272831907246,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC022784.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15199987036968e-05,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC023632.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0103851749285499,-0.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0031584317680157,-0.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC023824.3,NA,NA,0.00540835086326292,0.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC024592.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0348684674470972,-0.451
AC025048.2,0.00447378783881799,-0.368,NA,NA,1.10093145711064e-09,0.805,0.000125425844532726,-0.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00043305927143231,-0.405,NA,NA,NA,NA,0.00583926649086932,-0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0032082400944442,0.376,0.0134953683719063,-0.301,NA,NA,NA,NA,0.00315290504059064,-0.448,NA,NA,NA,NA,NA,NA,NA,NA
AC025165.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0403379829181843,0.304,NA,NA,NA,NA,NA,NA
AC025279.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000196230547167241,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC025682.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0166235196335162,-0.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC026765.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00548598403346042,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC040168.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00259083966870897,0.319,NA,NA,0.000268767639746898,0.396,0.00920225530882596,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0284814928847233,0.426,NA,NA,NA,NA,0.00860808022585782,0.47,0.00102448893208735,0.594,NA,NA,NA,NA,0.038529321059401,-0.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC044860.1,NA,NA,NA,NA,NA,NA,0.0321970857271764,-0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0343323481004425,-0.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC046134.2,0.00602278272103237,-0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0041854047215382,-0.344,NA,NA,NA,NA,NA,NA,0.0261860246899736,0.402,NA,NA,NA,NA,NA,NA,0.0400277407606049,-0.381,NA,NA,NA,NA,0.00159543552640232,0.339,8.03930682654837e-07,0.55,NA,NA,0.0197136214141119,0.368,0.000405558534233147,0.455,NA,NA,NA,NA,NA,NA,9.48444854926279e-05,0.51,NA,NA,NA,NA,NA,NA
AC053527.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00941685229711979,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0360248074982952,0.372
AC068547.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000641552273043916,0.616,NA,NA,0.0138698341918771,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC069120.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0235599958728608,0.456,NA,NA,NA,NA,NA,NA,0.0383490072609799,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC069368.1,NA,NA,0.027698451193942,-0.352,NA,NA,0.0011294204910838,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000408348960524477,0.433,NA,NA,0.0439965614388328,0.382,0.000570918104905416,0.376,NA,NA,0.00360410715107836,-0.476,NA,NA,0.0134689670747096,-0.436,NA,NA,NA,NA,NA,NA,0.00611870085364077,-0.392,NA,NA,NA,NA,NA,NA,3.0916965185992e-05,-0.555,NA,NA,5.96647880908836e-09,-0.655,NA,NA,NA,NA
AC072026.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0069262089703773,-0.425,0.0005614504794235,-0.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC073365.1,NA,NA,NA,NA,NA,NA,0.000840706428770275,0.47,0.0357745504872731,-0.317,1.33584144168105e-05,0.749,2.40114525795299e-05,-0.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31988281309961e-07,0.708,NA,NA,0.0152901158094046,0.407,NA,NA,1.32277255815642e-09,0.698,2.35999732584802e-05,-0.433,0.0423653917511402,-0.324,0.00164702251152915,0.471,1.09618980559449e-11,0.74,NA,NA,4.6661588948264e-07,0.582,NA,NA,9.52436055045634e-06,0.552,NA,NA,NA,NA,NA,NA,3.597122599788e-10,0.652
AC073585.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00228923897243709,0.344
AC073896.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00275043221225156,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC079781.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.43914910997198e-05,0.498,NA,NA,NA,NA,NA,NA,0.00464528557697821,0.5,NA,NA,1.95479162032359e-07,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC079922.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000222958019465452,-0.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000129586977248451,-0.69,NA,NA,0.0194054894783213,-0.68
AC080013.1,NA,NA,9.29223580446251e-08,0.497,NA,NA,NA,NA,0.00014865875731142,-0.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00244964416827114,-0.341,NA,NA,NA,NA,NA,NA,0.00652904965458332,-0.407,3.45217455288269e-08,0.765,NA,NA,0.00320057543741068,0.394,0.0018384380908545,-0.376,0.0225608085497883,0.453,NA,NA,1.12142869593388e-05,0.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC083798.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0139734491177313,-0.364,NA,NA,NA,NA
AC090517.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.29078792147617e-06,-0.475,NA,NA,NA,NA,NA,NA,2.48728088150785e-05,-0.475,NA,NA,NA,NA,NA,NA,0.0348377352148654,-0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.51695150873116e-05,-0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC091057.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0184974893472649,-0.316,0.0252493006902631,-0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC091551.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00836850256777664,0.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC092164.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0216725146824143,-0.413,NA,NA,0.00760108375853502,-0.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64112569493952e-05,-0.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000146445682813746,-0.45,NA,NA
AC092279.1,0.00773490192265211,0.434,0.0101824951001129,0.471,NA,NA,0.0300349136167633,0.365,0.0107558681937433,0.315,NA,NA,0.00805712478556499,-0.331,7.58868473763695e-05,0.426,NA,NA,0.000172581496844594,0.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000671437568874655,-0.485,NA,NA,0.0086928829952155,-0.602,0.0081248907480867,0.373,0.00769008163082699,-0.4,NA,NA,NA,NA,NA,NA,0.00780586804886019,-0.341,0.0463857157614513,0.308,0.0323394148585265,-0.434,NA,NA
AC092821.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00750756692735342,-0.5,NA,NA,NA,NA,NA,NA,NA,NA
AC093152.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000596092186068531,0.331,0.00030171812718743,0.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC093157.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00477979376945363,0.337,NA,NA,0.049358069196198,-0.302
AC093484.3,NA,NA,NA,NA,NA,NA,0.00183938937397382,0.350461026501018,NA,NA,NA,NA,NA,NA,0.00103968731509422,0.394093672393778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00233640287006003,0.356809985707125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC093627.4,0.0379093580558765,-0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00321502690930917,-0.484,NA,NA,0.0188040068333503,-0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00619723279526077,-0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0244075941675464,-0.338,NA,NA,NA,NA
AC093827.5,NA,NA,0.00118917094435027,0.401,NA,NA,8.21158993224139e-11,0.696,NA,NA,NA,NA,NA,NA,1.22963118972026e-05,0.522,NA,NA,2.10227023352985e-08,0.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03368043536686e-09,0.567,NA,NA,NA,NA,NA,NA,4.18338548987204e-09,0.547,NA,NA,7.64869224444641e-08,0.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0164816616356469,0.316,NA,NA,NA,NA
AC096887.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00297102256706465,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05254852428272e-05,0.676
AC098487.1,NA,NA,NA,NA,0.00308241103994247,-0.314,NA,NA,NA,NA,NA,NA,0.0176264414486077,0.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011558397581542,-0.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0290458532394716,0.486
AC104035.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0419070827056091,-0.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC104109.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0354485219783932,-0.364,NA,NA,NA,NA,NA,NA
AC104532.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55499933968368e-05,-0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC105036.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000292484626648192,0.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC105285.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000628289813074516,0.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC105383.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0175094801384752,0.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC105389.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000889556921724488,0.424972556991771,NA,NA,NA,NA,NA,NA,0.000406254377570512,0.424164403198757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000212378911367657,0.396169125474284,NA,NA,NA,NA,NA,NA,NA,NA
AC106895.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0272946611289532,-0.68,8.33165178640357e-11,-0.815,0.00277172632743327,0.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC107294.2,NA,NA,0.000434580811710878,0.323,NA,NA,NA,NA,NA,NA,5.04560397220079e-05,0.425,0.00627145425062464,-0.353,0.000360331944641238,0.4,NA,NA,NA,NA,0.000127278671332201,0.441,7.36251332164978e-05,0.392,NA,NA,NA,NA,NA,NA,6.35423221243008e-07,0.578,NA,NA,NA,NA,NA,NA,3.29970697742398e-05,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000238617513150379,0.395,NA,NA,NA,NA,NA,NA,0.00070738420368122,0.381
AC107419.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0146873073483641,0.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC107884.1,NA,NA,NA,NA,NA,NA,NA,NA,0.0400487019068061,0.353,0.0314403387774928,0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
