,U1-mut1-100-CHX_vs_DMSO,U1-mut1-100-CHX_vs_DMSO-CHX,U1-mut1-100-CHX_vs_mut1-100,U1-mut1-100-EtOH_vs_DMSO,U1-mut1-100-CHX_vs_WT_EtOH,U1-mut1-100-CHX_vs_WT_CHX,U1-mut1-100-EtOH_vs_WT_EtOH,U1-mut1-500-CHX_vs_DMSO,U1-mut1-500-CHX_vs_DMSO-CHX,U1-mut1-500-CHX_vs_mut1-500,U1-mut1-500-EtOH_vs_DMSO,U1-mut1-500-CHX_vs_WT_EtOH,U1-mut1-500-CHX_vs_WT_CHX,U1-mut1-500-EtOH_vs_WT_EtOH
AC243772.2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
H4C14,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H3C14,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H2BC19P,1,0,1,0,1,0,0,0,0,1,0,1,0,0
H2BC20P,0,0,1,0,1,0,0,0,0,0,0,0,0,0
H2AC19,0,0,1,0,0,0,0,0,0,0,0,0,0,0
H4C15,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC239868.1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
H2BC21,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H2AC21,0,0,1,0,1,0,0,0,0,0,0,0,0,0
MTMR11,0,0,0,0,0,0,0,0,0,1,0,1,0,0
OTUD7B,1,0,1,0,1,0,0,1,0,0,0,1,0,0
PRPF3,1,0,1,0,1,0,0,1,0,0,0,1,0,0
RPRD2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ECM1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
ADAMTSL4,1,0,1,0,0,0,0,0,0,0,0,1,0,0
CTSK,0,0,1,0,0,0,0,1,0,0,0,1,0,0
SETDB1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CDC42SE1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MLLT11,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ZNF687,1,0,1,0,1,0,0,1,0,1,0,1,0,0
POGZ,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TUFT1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CELF3,1,0,1,0,1,0,0,1,0,0,0,1,0,0
OAZ3,1,0,1,0,1,0,0,1,0,0,0,0,0,0
S100A10,1,0,1,0,1,0,0,0,0,0,0,1,0,0
S100A11,1,0,1,0,1,0,0,0,0,0,0,1,0,0
TCHH,0,0,0,0,0,0,0,1,0,0,0,0,0,0
S100A14,1,0,1,0,0,0,0,1,0,0,0,0,0,0
AL162258.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CHTOP,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CRTC2,1,0,1,0,1,0,0,1,0,0,0,1,0,0
AL358472.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JTB,0,0,1,0,1,0,0,1,0,0,0,1,0,0
AL358472.6,1,0,0,0,0,0,0,1,0,0,1,1,0,0
RAB13,1,0,0,0,1,0,0,1,0,1,0,1,0,0
RPS27,0,0,1,0,1,0,0,0,0,0,0,0,0,0
C1orf189,0,0,0,0,0,0,0,1,1,0,1,0,0,0
IL6R,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL606500.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
KCNN3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PBXIP1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
FLAD1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
EFNA4,1,0,1,0,1,0,0,0,0,1,0,0,0,0
EFNA1,1,0,1,0,0,0,0,1,0,0,1,1,0,0
DPM3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KRTCAP2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
TRIM46,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC234582.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
THBS3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GBAP1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FAM189B,0,0,1,0,1,0,0,0,0,1,0,0,0,0
CLK2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
HCN3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RUSC1.AS1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
YY1AP1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MSTO2P,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GON4L,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RIT1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
KHDC4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SSR2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SLC25A44,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PMF1.BGLAP,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PAQR6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TMEM79,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GLMP,1,0,1,0,1,0,0,1,0,0,0,1,0,0
VHLL,0,0,0,0,0,0,0,1,1,0,0,1,0,0
IQGAP3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NAXE,0,0,1,0,1,0,0,0,0,0,0,0,0,0
CRABP2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
RRNAD1,1,0,1,0,1,0,0,1,0,0,1,1,0,1
NTRK1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
PEAR1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ETV3,0,0,0,0,1,0,0,1,0,0,0,1,0,0
LINC02772,1,0,1,0,1,0,0,0,0,1,0,0,0,0
KIRREL1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
KIRREL1.IT1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TAGLN2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
KCNJ10,0,0,0,0,1,0,0,0,1,0,1,0,0,0
AL121987.1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CASQ1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AL121987.2,0,0,0,0,0,0,0,1,0,0,1,1,0,0
PEA15,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AL139011.2,1,0,0,0,1,0,0,1,0,0,0,0,0,0
RPSAP18,0,0,0,0,0,0,0,1,1,0,1,0,0,0
NHLH1,1,0,1,0,1,0,0,1,1,0,1,1,0,0
VANGL2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NECTIN4,1,0,1,0,1,0,0,1,1,0,1,1,1,1
SDHC,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FCGR2A,0,0,0,0,0,0,0,1,0,0,1,1,0,0
HSPA6,1,0,1,0,1,0,0,0,0,0,0,0,0,0
DUSP12,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL359541.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AL391825.1,0,0,0,0,0,0,0,1,1,0,1,1,0,0
NOS1AP,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL512785.2,1,0,0,0,1,0,0,1,0,1,0,0,0,0
C1orf226,1,0,1,0,1,0,0,1,0,1,0,1,0,0
UHMK1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
DDR2,1,0,0,0,0,0,0,1,0,0,1,0,0,0
RGS4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RGS5,1,0,0,0,1,0,0,1,0,0,0,1,0,0
AL391001.1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
AL356441.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MGST3,1,0,1,0,1,0,0,0,0,0,0,0,0,0
TMCO1.AS1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
UCK2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
GPA33,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CREG1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR161,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SFT2D2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TBX19,1,0,1,0,1,0,0,1,0,1,0,1,0,0
XCL1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
Z99572.1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
C1orf112,1,0,1,0,1,0,0,1,0,1,0,0,0,0
SELE,0,0,0,0,0,0,0,1,0,0,0,1,0,0
METTL18,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SCYL3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
METTL11B,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GORAB.AS1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
GORAB,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BX284613.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0
AL031274.1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
RPL4P3,1,0,1,0,1,0,0,0,0,0,0,0,0,0
VAMP4,0,0,1,0,0,0,0,0,0,1,0,0,0,0
DNM3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DNM3.IT1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TNFSF4,0,0,0,0,1,0,0,0,0,0,0,1,0,0
AL645568.1,1,0,1,0,1,0,0,0,0,1,0,1,0,0
PRDX6,0,0,1,0,1,0,0,0,0,0,0,0,0,0
KLHL20,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CENPL,1,0,0,0,1,0,0,1,0,0,0,1,0,0
DARS2,1,0,1,0,0,0,0,1,0,0,0,0,0,0
GAS5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ZBTB37,1,0,0,0,0,0,0,1,0,0,0,0,0,0
CACYBP,0,0,1,0,1,0,0,0,0,0,0,1,0,0
ASTN1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
AL365357.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
RALGPS2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
AXDND1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
AL160286.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TDRD5,0,0,0,0,0,0,0,1,0,1,0,1,0,0
AL353708.3,1,0,1,0,0,0,0,1,0,0,0,1,0,0
XPR1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
LINC02816,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ZNF648,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LAMC2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SMG7.AS1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ARPC5,1,0,1,0,1,0,0,0,0,0,0,0,0,0
RGL1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TSEN15,0,0,0,0,0,0,0,0,0,0,1,0,0,1
C1orf21,1,0,1,0,0,0,0,0,0,0,0,0,0,0
EDEM3,1,0,0,0,0,0,0,1,0,0,0,1,0,0
AL356273.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AL078644.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HMCN1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ODR4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PDC.AS1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PTGS2,1,0,1,0,0,0,0,1,0,1,0,1,0,0
PLA2G4A,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ERVMER61.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BRINP3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL390957.1,0,0,0,0,0,0,0,1,1,0,1,1,0,1
RGS2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LINC01031,1,0,0,0,0,0,0,1,0,0,0,0,0,0
KCNT2,0,0,1,0,1,0,0,0,0,1,1,0,0,0
ASPM,1,0,0,0,0,0,0,1,0,0,0,0,0,0
SEPTIN14P12,1,0,0,0,0,0,0,1,0,0,0,1,0,0
LHX9,0,0,0,0,0,0,0,0,1,0,1,1,1,1
ZNF281,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DDX59,1,0,0,0,0,0,0,1,0,0,0,0,0,0
KIF21B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL358473.1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
ASCL5,0,0,0,0,0,0,0,1,1,0,1,1,1,0
PHLDA3,1,0,1,0,1,0,0,1,1,1,1,1,1,1
CSRP1,1,0,1,0,1,0,0,1,0,0,1,1,0,1
SHISA4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ELF3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PTPN7,0,0,0,0,1,0,0,1,0,0,0,1,0,0
PPP1R12B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SYT2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
KDM5B,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AC098934.2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
LINC01136,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BTG2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ZBED6,1,0,1,0,0,0,0,0,1,0,0,0,1,0
NUAK2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
KLHDC8A,1,0,1,0,0,0,0,1,0,0,0,1,0,0
NUCKS1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PM20D1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RASSF5,0,0,1,0,0,0,0,1,0,0,0,1,0,0
AL591846.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C1orf116,0,0,0,0,0,0,0,1,0,0,0,1,1,0
C4BPAP1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
CD46,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MIR29B2CHG,0,0,1,0,0,0,0,0,0,1,1,0,0,1
CD34,0,0,1,0,0,0,0,0,0,0,0,0,0,0
G0S2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C1orf74,1,0,1,0,1,0,0,1,0,1,0,1,0,0
UTP25,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SYT14,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RCOR3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LINC00467,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SLC30A1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
LPGAT1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
DTL,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL606468.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AC092803.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NENF,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ATF3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FLVCR1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
VASH2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PROX1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AL929236.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KCNK2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GPATCH2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC096642.2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
SLC30A10,1,0,1,0,1,0,0,1,0,1,0,1,0,0
EPRS1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
RAB3GAP2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MTARC2,1,0,1,0,0,0,0,0,0,1,0,0,0,0
HLX,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DUSP10,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL513314.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
HHIPL2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TAF1A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TAF1A.AS1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL592148.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AL592148.3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AIDA,1,0,1,0,1,0,0,1,0,0,0,1,0,0
AL929091.1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
CAPN2,0,0,0,0,1,0,0,1,0,0,0,1,0,0
GTF2IP20,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FBXO28,1,0,0,0,0,0,0,1,0,0,0,0,0,0
AC092809.5,0,0,0,0,0,0,0,1,1,0,0,1,0,0
NVL,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CNIH4,1,0,1,0,1,0,0,0,0,0,0,0,0,0
DNAH14,1,0,1,0,1,0,0,0,0,0,0,0,0,0
LBR,1,0,1,0,0,0,0,0,0,0,0,0,0,0
EPHX1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
TMEM63A,1,0,1,0,1,0,0,0,0,0,0,0,0,0
SDE2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H3.3A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LIN9,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PARP1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
STUM,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ITPKB,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ZNF678,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL731702.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WNT9A,0,0,0,0,1,0,0,0,0,1,0,0,0,0
C1orf35,1,0,1,0,1,0,0,0,0,0,0,0,0,0
OBSCN.AS1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
OBSCN,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL670729.3,0,0,0,0,0,0,0,1,0,1,0,0,0,0
TRIM11,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H2AW,0,0,0,0,0,0,0,0,0,1,0,0,0,0
H2BU1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RNF187,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RHOU,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LINC02814,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RAB4A,1,0,1,0,1,0,0,1,0,0,0,0,0,0
CCSAP,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ACTA1,0,0,0,0,0,0,0,1,1,0,1,1,1,1
GALNT2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
C1orf131,1,0,0,0,0,0,0,1,0,0,0,0,0,0
EXOC8,0,0,0,0,1,0,0,1,0,0,0,0,0,0
SPRTN,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TSNAX.DISC1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DISC1,1,0,1,0,1,0,0,0,0,1,0,1,0,0
PCNX2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MAP3K21,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TARBP1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IRF2BP2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LINC01132,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RBM34,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ARID4B,1,0,1,0,1,0,0,1,0,0,0,1,0,0
TBCE,1,0,0,0,0,0,0,1,0,0,0,0,0,0
GNG4,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NID1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GPR137B,1,0,1,0,1,0,0,0,0,1,0,0,0,0
EDARADD,1,0,1,0,1,0,0,1,0,0,0,1,0,0
AL359921.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ACTN2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MTR,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RYR2,1,0,1,0,1,0,0,0,1,1,0,1,0,0
AL359764.1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
OPN3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CHML,0,0,0,0,0,0,0,1,0,0,0,1,0,0
LINC01347,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SDCCAG8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CATSPERE,1,0,1,0,1,0,0,0,0,0,0,0,0,0
TFB2M,1,0,0,0,0,0,0,1,0,0,0,0,0,0
LINC01341,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ZNF695,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF670,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF669,1,0,1,0,1,0,0,1,0,1,0,1,0,0
C1orf229,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ZNF124,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL390728.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ZNF692,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC079779.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TMEM18,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SNTG2.AS1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SNTG2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC108488.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC108488.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC108488.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RPS7,0,0,1,0,1,0,0,0,0,0,0,0,0,0
COLEC11,1,0,1,0,1,0,0,1,0,0,0,1,0,0
RNF144A,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ID2.AS1,1,0,0,0,1,0,0,1,1,0,1,1,1,1
ID2,1,0,0,0,1,0,0,1,0,1,0,1,0,0
ITGB1BP1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
YWHAQ,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TAF1B,1,0,1,0,1,0,0,0,0,1,0,0,0,0
GRHL1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
KLF11,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CYS1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ODC1.DT,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RN7SL832P,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PDIA6,1,0,1,0,1,0,0,0,0,1,0,1,0,0
KCNF1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SLC66A3,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TRIB2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MYCN,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CYRIA,0,0,1,0,0,0,0,0,0,0,0,0,0,0
VSNL1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
GEN1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
KCNS3,1,0,0,0,0,0,0,1,0,0,0,0,0,0
RDH14,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LINC01376,1,0,0,0,1,0,0,0,0,0,0,1,0,0
AC079145.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LAPTM4A,1,0,1,0,1,0,0,0,0,0,0,0,0,0
SDC1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
DRG1P1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
RHOB,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GDF7,1,0,1,0,1,0,0,1,0,1,0,1,0,0
KLHL29,0,0,0,0,1,0,0,1,0,1,0,1,0,0
ATAD2B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MFSD2B,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WDCP,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PTRHD1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AC012073.1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DNAJC27,1,0,1,0,1,0,0,1,0,1,1,1,0,1
EFR3B,1,0,1,0,0,0,0,0,0,0,0,0,0,0
GAREM2,0,0,1,0,1,0,0,1,0,1,0,1,0,0
ADGRF3,0,0,0,0,0,0,0,1,0,0,1,1,0,0
CENPA,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CGREF1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ZNF513,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FTH1P3,0,0,0,0,0,0,0,1,1,0,1,1,0,0
GCKR,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC074091.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CCDC121,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RBKS,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FOSL2,1,0,0,0,0,0,0,1,0,1,0,1,0,0
SPDYA,1,0,1,0,1,0,0,1,0,1,0,1,0,0
WDR43,1,0,1,0,1,0,0,1,0,1,0,0,0,0
TOGARAM2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAPN14,1,0,1,0,0,0,0,0,0,0,0,1,0,0
EHD3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
XDH,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LTBP1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC020594.1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
GPATCH11,1,0,1,0,0,0,0,1,0,0,0,0,0,0
NDUFAF7,1,0,0,0,0,0,0,1,0,0,0,1,0,0
AC007391.2,1,0,1,0,1,0,0,0,0,1,0,0,0,0
RMDN2,1,0,1,0,1,0,0,1,0,0,0,1,0,0
CYP1B1.AS1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
LINC02613,0,0,1,0,1,0,0,1,0,0,0,1,0,0
RPLP0P6,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ASS1P2,1,0,0,0,0,0,0,1,1,0,1,1,0,0
ARHGEF33,1,0,1,0,0,0,0,1,0,0,0,0,0,0
SOS1.IT1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
THUMPD2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
KCNG3,0,0,0,0,0,0,0,1,0,1,0,1,0,0
LINC01126,0,0,1,0,0,0,0,0,0,0,0,0,0,0
THADA,1,0,1,0,1,0,0,0,0,1,0,0,0,0
PLEKHH2,1,0,1,0,1,0,0,0,0,1,0,1,0,0
C1GALT1C1L,0,0,0,0,1,0,0,0,0,1,0,0,0,0
SRBD1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
ATP6V1E2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
BCYRN1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EPCAM,0,0,1,0,0,0,0,0,0,0,0,0,0,0
STON1.GTF2A1L,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CHAC2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERLEC1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
GPR75,1,0,1,0,1,0,0,1,0,0,0,1,0,0
CLHC1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RPS27A,0,0,1,0,1,0,0,0,0,0,0,0,0,0
MTIF2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
EFEMP1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
EIF3FP3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
LINC01122,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PAPOLG,1,0,1,0,1,0,0,1,0,1,0,1,0,0
REL,0,0,1,0,1,0,0,0,0,1,0,1,0,0
AC010733.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AHSA2P,1,0,1,0,1,0,0,1,0,0,0,1,0,0
WDPCP,1,0,1,0,1,0,0,0,0,1,0,0,0,0
AFTPH,0,0,0,0,1,0,0,0,0,0,0,1,0,0
